00126851,266.281712,281.020663
00137872,166.859517,174.318234
00137901,248.836341,258.729393
00148535,185.683648,201.719850
00155957,339.662321,200.378664
00156120,359.622992,199.042596
00176257,187.314365,193.370885
00176452,163.044916,192.036386
00180988,256.261844,189.707059
00223148,172.667490,261.177815
00223710,231.228145,176.834369
00261260,355.726724,180.494819
00261288,340.424378,177.790832
00290018,249.885103,145.221789
00353049,323.996419,242.861001
00353053,322.500503,264.736702
00417455,196.707379,190.422942
00417470,253.840810,246.718641
00440102,254.779688,130.114986
00440315,208.780937,154.192768
0045624,110.453572,212.082169
00457806,292.777905,267.309218
00485161,245.058244,171.964720
00529243,249.540785,245.852420
00577853,294.829236,255.825695
00581501,270.105303,294.407561
00627747,502.808400,365.571489
00632339,335.681027,125.454970
00632408,228.158432,144.215257
00649816,634.083565,292.111386
00672236,280.332298,197.896104
00672280,302.174987,193.221199
00672287,343.392596,195.188475
00690403,222.034361,193.718124
00690547,269.823719,195.315591
00690874,240.353834,179.752523
00707107,509.675075,341.123887
00723092,207.652170,134.831253
00725430,229.731936,156.905481
00734241,161.705403,129.747834
00735177,234.376134,134.120691
00750324,443.210604,379.970809
00768667,150.616653,105.977769
00768696,200.837230,109.934204
00805650,159.971883,169.953792
00824466,222.171457,171.538505
00839308,176.175601,101.766339
00839311,277.727280,94.626686
00868932,293.463088,205.652630
00882905,259.257489,158.053902
00883209,257.669099,167.056083
00902359,302.761474,162.891219
00915814,345.012684,261.693711
00947357,363.410466,197.502859
00960379,189.604706,254.606393
00960415,98.175340,220.172824
00963236,287.337539,101.660086
011000868,307.528249,145.366389
011000874,308.714518,152.894745
011020847,226.518004,142.714184
011021153,215.513518,143.507257
01109414,226.342762,281.253953
01109461,304.216341,272.408466
01177702,256.633418,151.392814
01232023,182.275817,165.493066
01235861,315.425819,156.968609
01258540,241.584056,144.872775
01258628,239.656214,146.244055
01281870,273.680611,199.321764
01289792,222.249172,152.119441
01309454,347.992227,347.816800
01309722,486.352108,352.755012
01389877,152.943207,181.425527
01392048,136.335628,286.245903
01501171,460.504994,224.750541
01501607,412.393723,176.176509
01553733,175.128373,178.671991
01582734,211.850154,195.784198
01588206,172.651170,212.262134
01588317,254.416898,211.494803
01588325,210.805446,208.774759
01601461,152.486617,342.333366
01656471,192.111891,229.961948
01675582,101.860372,247.370713
01675663,160.110693,262.872447
01675672,233.220979,252.863392
01688162,124.001462,186.818846
01775372,180.791061,237.763114
01802096,222.423784,169.998797
0181887,151.443751,258.177945
0181945,172.243401,172.464354
01873687,322.021255,163.029679
01873860,335.546190,176.546325
01888612,340.725100,655.487519
01888839,451.898998,599.079530
01888983,324.457076,677.436932
01892757,225.939720,123.015111
01912586,305.402039,135.944037
01953490,238.098519,247.038582
01998823,357.440761,174.883765
021025607,169.124318,200.527744
021025905,341.631050,89.578448
02106198,279.540238,279.150618
02106298,560.081118,352.477248
021065072,526.276131,314.497085
02110482,226.488849,341.894979
0213556,287.107975,214.054492
02151715,304.895555,217.780434
02156399,146.775138,305.960279
02156539,187.199104,307.584750
02194505,324.027040,427.915874
02194519,356.730936,446.640597
02204996,150.855522,255.394841
02219819,74.793948,196.479385
02220170,176.336555,235.457882
02248507,191.935524,162.280528
02249764,298.921882,154.971827
02249769,310.713998,133.071784
02252994,546.722436,375.029499
0226568,143.391975,161.563089
02271595,319.315581,206.395382
02301881,236.077181,168.021037
02311663,301.586039,120.748470
02311759,326.891714,119.459789
02326958,266.476115,339.958496
02330796,311.497430,182.720236
02381051,240.409647,152.571266
02383484,339.598737,393.336298
02408903,243.000907,166.337287
02451794,193.594672,176.914704
02507886,513.122911,471.721368
02508049,524.202470,401.084440
02508250,467.005333,406.461563
02524471,322.629854,140.888009
02529737,232.480637,138.785261
02539804,129.983413,178.353599
02539863,99.600738,196.524747
02549857,193.456550,167.062900
02587624,191.919803,178.147362
02588171,279.515604,171.841104
02599501,199.199780,198.183148
02623064,172.934355,159.131881
