1000004,947.03125,544.53125,33
100081006,959.741935483871,538.8387096774194,1
100081011,897.0,540.6666666666666,13
100081013,955.421052631579,722.8421052631579,43
100087012,961.5416666666666,563.0833333333334,40
100090000,972.5,604.1875,47
10023000,934.875,500.625,35
100343002,929.7857142857143,516.5,44
101031002,988.8,551.6,25
101096000,819.0909090909091,363.0,23
101246001,1014.15,560.15,19
101636006,1066.6,493.53333333333336,32
101647021,968.4166666666666,608.75,25
101762001,1180.88,503.96,37
101948002,983.3125,431.5,13
102240001,982.88,595.76,7
102594002,844.8695652173913,510.0869565217391,14
102598003,1010.8125,421.5,12
102625017,1053.25,585.4166666666666,16
102644013,830.1071428571429,588.5,44
103114002,819.5625,542.875,13
103232002,954.9444444444445,396.44444444444446,23
103375016,939.5416666666666,556.9583333333334,25
103431000,1026.6470588235295,333.7647058823529,13
103488017,862.3333333333334,733.1666666666666,42
103558001,755.7916666666666,721.75,43
103631000,917.4411764705883,395.4117647058824,8
104150002,959.6666666666666,471.3333333333333,28
104625003,1021.1428571428571,529.7142857142857,5
105052024,913.3181818181819,433.09090909090907,22
105291007,1014.4285714285714,500.2857142857143,22
105303003,965.2631578947369,623.1578947368421,25
10534005,1069.2,597.12,22
105538004,908.4782608695652,529.4782608695652,26
105732007,980.8125,448.8125,22
105912002,995.4117647058823,415.2647058823529,22
106120008,959.6666666666666,587.3333333333334,22
106180002,970.0,467.125,40
106344002,943.8333333333334,680.5555555555555,32
106375007,1033.5714285714287,439.5,19
106920001,975.3636363636364,489.40909090909093,40
107183001,855.6382978723404,503.5744680851064,32
107228001,942.2941176470588,528.1764705882352,22
107239004,970.3888888888889,498.44444444444446,46
107729009,948.3333333333334,543.7333333333333,43
107770002,987.3571428571429,606.5714285714286,43
107954001,964.3,545.5,32
108224001,889.7692307692307,474.6923076923077,19
108674000,976.1764705882352,537.8235294117648,4
109012005,914.3142857142857,563.4285714285714,7
10920001,905.1428571428571,542.75,40
109229011,977.0,521.7741935483871,34
109265000,1011.56,644.48,2
109516003,968.5,495.25,27
109753000,907.2,518.3,47
109819000,1014.0,535.21875,22
109945002,969.2727272727273,408.6818181818182,43
109976007,812.3157894736842,552.5263157894736,43
110597002,929.9782608695652,580.7173913043479,7
110601015,946.7894736842105,565.7894736842105,40
110881000,965.7,487.8,11
111211006,1072.1290322580646,565.2258064516129,16
111434002,977.6,563.15,28
111448003,964.1538461538462,502.84615384615387,46
111749001,874.8918918918919,664.8918918918919,1
111749002,965.2142857142857,622.5,23
11184008,1046.7222222222222,399.3333333333333,11
111944002,1020.0,599.5,37
111970001,886.3333333333334,484.3333333333333,18
112065009,971.7777777777778,429.55555555555554,34
112372002,849.8888888888889,512.6666666666666,44
112582003,988.9166666666666,504.7083333333333,31
112677000,873.609756097561,718.4878048780488,28
112830003,940.3076923076923,596.5384615384615,22
112841002,911.0625,557.1875,43
11291003,960.9622641509434,487.7169811320755,34
112988000,1076.2692307692307,586.6923076923077,28
113045002,894.4583333333334,558.9583333333334,19
113058003,771.5,687.4,22
113251001,915.7368421052631,529.0,1
113251002,876.875,605.75,23
113282001,938.0,662.3478260869565,40
113440002,930.1818181818181,556.7272727272727,39
113461005,1077.40625,504.203125,28
11364000,929.2777777777778,427.27777777777777,31
113701002,930.8125,575.25,1
113905000,984.3461538461538,504.84615384615387,28
114184002,925.578947368421,507.07894736842104,43
114884001,1168.0,532.7916666666666,25
114972001,974.8181818181819,564.7727272727273,40
115128002,1022.060606060606,701.1515151515151,29
115636002,882.2244897959183,483.1020408163265,25
115752007,924.695652173913,511.6521739130435,23
115875001,892.8222222222222,557.1333333333333,34
116083004,969.4166666666666,429.1666666666667,14
116667011,920.516129032258,675.8387096774194,26
116678006,979.8,716.5142857142857,10
116861000,901.3333333333334,452.3333333333333,18
117028001,969.8125,606.3125,28
117197002,1028.6666666666667,705.5555555555555,45
117286002,990.0,534.8,14
117441002,911.625,516.625,25
117525001,798.3,648.8,1
117759001,912.5,479.8,2
118191003,1180.4444444444443,474.0,1
118432004,969.7567567567568,578.4324324324324,29
